"orderID","customerID","employeeID","orderDate","requiredDate","shippedDate","shipVia","freight","shipName","shipAddress","shipCity","shipRegion","shipPostalCode","shipCountry"
"10666","RICSU","7","35685","35713","35695","2","232.42","Richter Supermarkt","Starenweg 5","Genève","","1204","Switzerland"
"10667","ERNSH","7","35685","35713","35692","1","78.09","Ernst Handel","Kirchgasse 6","Graz","","8010","Austria"
"10668","WANDK","1","35688","35716","35696","2","47.22","Die Wandernde Kuh","Adenauerallee 900","Stuttgart","","70563","Germany"
"10669","SIMOB","2","35688","35716","35695","1","24.39","Simons bistro","Vinbæltet 34","København","","1734","Denmark"
"10670","FRANK","4","35689","35717","35691","1","203.48","Frankenversand","Berliner Platz 43","München","","80805","Germany"
"10671","FRANR","1","35690","35718","35697","1","30.34","France restauration","54, rue Royale","Nantes","","44000","France"
"10672","BERGS","9","35690","35704","35699","2","95.75","Berglunds snabbköp","Berguvsvägen  8","Luleå","","S-958 22","Sweden"
"10673","WILMK","2","35691","35719","35692","1","22.76","Wilman Kala","Keskuskatu 45","Helsinki","","21240","Finland"
"10674","ISLAT","4","35691","35719","35703","2","0.9","Island Trading","Garden House_x000D_
Crowther Way","Cowes","Isle of Wight","PO31 7PJ","UK"
"10675","FRANK","5","35692","35720","35696","2","31.85","Frankenversand","Berliner Platz 43","München","","80805","Germany"
"10676","TORTU","2","35695","35723","35702","2","2.01","Tortuga Restaurante","Avda. Azteca 123","México D.F.","","05033","Mexico"
"10677","ANTON","1","35695","35723","35699","3","4.03","Antonio Moreno Taquería","Mataderos  2312","México D.F.","","05023","Mexico"
"10678","SAVEA","7","35696","35724","35719","3","388.98","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA"
"10679","BLONP","8","35696","35724","35703","3","27.94","Blondel père et fils","24, place Kléber","Strasbourg","","67000","France"
"10680","OLDWO","1","35697","35725","35699","1","26.61","Old World Delicatessen","2743 Bering St.","Anchorage","AK","99508","USA"
"10681","GREAL","3","35698","35726","35703","3","76.13","Great Lakes Food Market","2732 Baker Blvd.","Eugene","OR","97403","USA"
"10682","ANTON","3","35698","35726","35704","2","36.13","Antonio Moreno Taquería","Mataderos  2312","México D.F.","","05023","Mexico"
"10683","DUMON","2","35699","35727","35704","1","4.4","Du monde entier","67, rue des Cinquante Otages","Nantes","","44000","France"
"10684","OTTIK","3","35699","35727","35703","1","145.63","Ottilies Käseladen","Mehrheimerstr. 369","Köln","","50739","Germany"
"10685","GOURL","4","35702","35716","35706","2","33.75","Gourmet Lanchonetes","Av. Brasil, 442","Campinas","SP","04876-786","Brazil"
"10686","PICCO","2","35703","35731","35711","1","96.5","Piccolo und mehr","Geislweg 14","Salzburg","","5020","Austria"
"10687","HUNGO","9","35703","35731","35733","2","296.43","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","Co. Cork","","Ireland"
"10688","VAFFE","4","35704","35718","35710","2","299.09","Vaffeljernet","Smagsløget 45","Århus","","8200","Denmark"
"10689","BERGS","1","35704","35732","35710","2","13.42","Berglunds snabbköp","Berguvsvägen  8","Luleå","","S-958 22","Sweden"
"10690","HANAR","1","35705","35733","35706","1","15.8","Hanari Carnes","Rua do Paço, 67","Rio de Janeiro","RJ","05454-876","Brazil"
"10691","QUICK","2","35706","35748","35725","2","810.05","QUICK-Stop","Taucherstraße 10","Cunewalde","","01307","Germany"
"10692","ALFKI","4","35706","35734","35716","2","61.02","Alfreds Futterkiste","Obere Str. 57","Berlin","","12209","Germany"
"10693","WHITC","3","35709","35723","35713","3","139.34","White Clover Markets","1029 - 12th Ave. S.","Seattle","WA","98124","USA"
"10694","QUICK","8","35709","35737","35712","3","398.36","QUICK-Stop","Taucherstraße 10","Cunewalde","","01307","Germany"
"10695","WILMK","7","35710","35752","35717","1","16.72","Wilman Kala","Keskuskatu 45","Helsinki","","21240","Finland"
"10696","WHITC","8","35711","35753","35717","3","102.55","White Clover Markets","1029 - 12th Ave. S.","Seattle","WA","98124","USA"
"10697","LINOD","3","35711","35739","35717","1","45.52","LINO-Delicateses","Ave. 5 de Mayo Porlamar","I. de Margarita","Nueva Esparta","4980","Venezuela"
"10698","ERNSH","4","35712","35740","35720","1","272.47","Ernst Handel","Kirchgasse 6","Graz","","8010","Austria"
"10699","MORGK","3","35712","35740","35716","3","0.58","Morgenstern Gesundkost","Heerstr. 22","Leipzig","","04179","Germany"
"10700","SAVEA","3","35713","35741","35719","1","65.09999999999999","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA"
"10701","HUNGO","6","35716","35730","35718","3","220.31","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","Co. Cork","","Ireland"
"10702","ALFKI","4","35716","35758","35724","1","23.94","Alfreds Futterkiste","Obere Str. 57","Berlin","","12209","Germany"
"10703","FOLKO","6","35717","35745","35723","2","152.3","Folk och fä HB","Åkergatan 24","Bräcke","","S-844 67","Sweden"
"10704","QUEEN","6","35717","35745","35741","1","4.78","Queen Cozinha","Alameda dos Canàrios, 891","São Paulo","SP","05487-020","Brazil"
"10705","HILAA","9","35718","35746","35752","2","3.52","HILARIÓN-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","San Cristóbal","Táchira","5022","Venezuela"
"10706","OLDWO","8","35719","35747","35724","3","135.63","Old World Delicatessen","2743 Bering St.","Anchorage","AK","99508","USA"
"10707","AROUT","4","35719","35733","35726","3","21.74","Around the Horn","Brook Farm_x000D_
Stratford St. Mary","Colchester","Essex","CO7 6JX","UK"
"10708","THEBI","6","35720","35762","35739","2","2.96","The Big Cheese","89 Jefferson Way_x000D_
Suite 2","Portland","OR","97201","USA"
"10709","GOURL","1","35720","35748","35754","3","210.8","Gourmet Lanchonetes","Av. Brasil, 442","Campinas","SP","04876-786","Brazil"
"10710","FRANS","1","35723","35751","35726","1","4.98","Franchi S.p.A.","Via Monte Bianco 34","Torino","","10100","Italy"
"10711","SAVEA","5","35724","35766","35732","2","52.41","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA"
"10712","HUNGO","3","35724","35752","35734","1","89.93000000000001","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","Co. Cork","","Ireland"
"10713","SAVEA","1","35725","35753","35727","1","167.05","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA"
"10714","SAVEA","5","35725","35753","35730","3","24.49","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA"
"10715","BONAP","3","35726","35740","35732","1","63.2","Bon app'","12, rue des Bouchers","Marseille","","13008","France"
"10716","RANCH","4","35727","35755","35730","2","22.57","Rancho grande","Av. del Libertador 900","Buenos Aires","","1010","Argentina"
"10717","FRANK","1","35727","35755","35732","2","59.25","Frankenversand","Berliner Platz 43","München","","80805","Germany"
"10718","KOENE","1","35730","35758","35732","3","170.88","Königlich Essen","Maubelstr. 90","Brandenburg","","14776","Germany"
"10719","LETSS","8","35730","35758","35739","2","51.44","Let's Stop N Shop","87 Polk St._x000D_
Suite 5","San Francisco","CA","94117","USA"
"10720","QUEDE","8","35731","35745","35739","2","9.529999999999999","Que Delícia","Rua da Panificadora, 12","Rio de Janeiro","RJ","02389-673","Brazil"
"10721","QUICK","5","35732","35760","35734","3","48.92","QUICK-Stop","Taucherstraße 10","Cunewalde","","01307","Germany"
"10722","SAVEA","8","35732","35774","35738","1","74.58","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA"
"10723","WHITC","3","35733","35761","35759","1","21.72","White Clover Markets","1029 - 12th Ave. S.","Seattle","WA","98124","USA"
"10724","MEREP","8","35733","35775","35739","2","57.75","Mère Paillarde","43 rue St. Laurent","Montréal","Québec","H1J 1C3","Canada"
"10725","FAMIA","4","35734","35762","35739","3","10.83","Familia Arquibaldo","Rua Orós, 92","São Paulo","SP","05442-030","Brazil"
"10726","EASTC","4","35737","35751","35769","1","16.56","Eastern Connection","35 King George","London","","WX3 6FW","UK"
"10727","REGGC","2","35737","35765","35769","1","89.90000000000001","Reggiani Caseifici","Strada Provinciale 124","Reggio Emilia","","42100","Italy"
"10728","QUEEN","4","35738","35766","35745","2","58.33","Queen Cozinha","Alameda dos Canàrios, 891","São Paulo","SP","05487-020","Brazil"
"10729","LINOD","8","35738","35780","35748","3","141.06","LINO-Delicateses","Ave. 5 de Mayo Porlamar","I. de Margarita","Nueva Esparta","4980","Venezuela"
"10730","BONAP","5","35739","35767","35748","1","20.12","Bon app'","12, rue des Bouchers","Marseille","","13008","France"
"10731","CHOPS","7","35740","35768","35748","1","96.65000000000001","Chop-suey Chinese","Hauptstr. 31","Bern","","3012","Switzerland"
"10732","BONAP","3","35740","35768","35741","1","16.97","Bon app'","12, rue des Bouchers","Marseille","","13008","France"
"10733","BERGS","1","35741","35769","35744","3","110.11","Berglunds snabbköp","Berguvsvägen  8","Luleå","","S-958 22","Sweden"
"10734","GOURL","2","35741","35769","35746","3","1.63","Gourmet Lanchonetes","Av. Brasil, 442","Campinas","SP","04876-786","Brazil"
"10735","LETSS","6","35744","35772","35755","2","45.97","Let's Stop N Shop","87 Polk St._x000D_
Suite 5","San Francisco","CA","94117","USA"
"10736","HUNGO","9","35745","35773","35755","2","44.1","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","Co. Cork","","Ireland"
"10737","VINET","2","35745","35773","35752","2","7.79","Vins et alcools Chevalier","59 rue de l'Abbaye","Reims","","51100","France"
"10738","SPECD","2","35746","35774","35752","1","2.91","Spécialités du monde","25, rue Lauriston","Paris","","75016","France"
"10739","VINET","3","35746","35774","35751","3","11.08","Vins et alcools Chevalier","59 rue de l'Abbaye","Reims","","51100","France"
"10740","WHITC","4","35747","35775","35759","2","81.88","White Clover Markets","1029 - 12th Ave. S.","Seattle","WA","98124","USA"
"10741","AROUT","4","35748","35762","35752","3","10.96","Around the Horn","Brook Farm_x000D_
Stratford St. Mary","Colchester","Essex","CO7 6JX","UK"
"10742","BOTTM","3","35748","35776","35752","3","243.73","Bottom-Dollar Markets","23 Tsawassen Blvd.","Tsawassen","BC","T2F 8M4","Canada"
"10743","AROUT","1","35751","35779","35755","2","23.72","Around the Horn","Brook Farm_x000D_
Stratford St. Mary","Colchester","Essex","CO7 6JX","UK"
"10744","VAFFE","6","35751","35779","35758","1","69.19","Vaffeljernet","Smagsløget 45","Århus","","8200","Denmark"
"10745","QUICK","9","35752","35780","35761","1","3.52","QUICK-Stop","Taucherstraße 10","Cunewalde","","01307","Germany"
"10746","CHOPS","1","35753","35781","35755","3","31.43","Chop-suey Chinese","Hauptstr. 31","Bern","","3012","Switzerland"
"10747","PICCO","6","35753","35781","35760","1","117.33","Piccolo und mehr","Geislweg 14","Salzburg","","5020","Austria"
"10748","SAVEA","3","35754","35782","35762","1","232.55","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA"
"10749","ISLAT","4","35754","35782","35783","2","61.53","Island Trading","Garden House_x000D_
Crowther Way","Cowes","Isle of Wight","PO31 7PJ","UK"
"10750","WARTH","9","35755","35783","35758","1","79.3","Wartian Herkku","Torikatu 38","Oulu","","90110","Finland"
"10751","RICSU","3","35758","35786","35767","3","130.79","Richter Supermarkt","Starenweg 5","Genève","","1204","Switzerland"
"10752","NORTS","2","35758","35786","35762","3","1.39","North/South","South House_x000D_
300 Queensbridge","London","","SW7 1RZ","UK"
"10753","FRANS","3","35759","35787","35761","1","7.7","Franchi S.p.A.","Via Monte Bianco 34","Torino","","10100","Italy"
"10754","MAGAA","6","35759","35787","35761","3","2.38","Magazzini Alimentari Riuniti","Via Ludovico il Moro 22","Bergamo","","24100","Italy"
"10755","BONAP","4","35760","35788","35762","2","16.71","Bon app'","12, rue des Bouchers","Marseille","","13008","France"
"10756","SPLIR","8","35761","35789","35766","2","73.20999999999999","Split Rail Beer & Ale","P.O. Box 555","Lander","WY","82520","USA"
"10757","SAVEA","6","35761","35789","35779","1","8.19","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA"
"10758","RICSU","3","35762","35790","35768","3","138.17","Richter Supermarkt","Starenweg 5","Genève","","1204","Switzerland"
"10759","ANATR","3","35762","35790","35776","3","11.99","Ana Trujillo Emparedados y helados","Avda. de la Constitución 2222","México D.F.","","05021","Mexico"
"10760","MAISD","4","35765","35793","35774","1","155.64","Maison Dewey","Rue Joseph-Bens 532","Bruxelles","","B-1180","Belgium"
"10761","RATTC","5","35766","35794","35772","2","18.66","Rattlesnake Canyon Grocery","2817 Milton Dr.","Albuquerque","NM","87110","USA"
"10762","FOLKO","3","35766","35794","35773","1","328.74","Folk och fä HB","Åkergatan 24","Bräcke","","S-844 67","Sweden"
"10763","FOLIG","3","35767","35795","35772","3","37.35","Folies gourmandes","184, chaussée de Tournai","Lille","","59000","France"
"10764","ERNSH","6","35767","35795","35772","3","145.45","Ernst Handel","Kirchgasse 6","Graz","","8010","Austria"
"10765","QUICK","3","35768","35796","35773","3","42.74","QUICK-Stop","Taucherstraße 10","Cunewalde","","01307","Germany"
"10766","OTTIK","4","35769","35797","35773","1","157.55","Ottilies Käseladen","Mehrheimerstr. 369","Köln","","50739","Germany"
"10767","SUPRD","4","35769","35797","35779","3","1.59","Suprêmes délices","Boulevard Tirou, 255","Charleroi","","B-6000","Belgium"
"10768","AROUT","3","35772","35800","35779","2","146.32","Around the Horn","Brook Farm_x000D_
Stratford St. Mary","Colchester","Essex","CO7 6JX","UK"
"10769","VAFFE","3","35772","35800","35776","1","65.06","Vaffeljernet","Smagsløget 45","Århus","","8200","Denmark"
"10770","HANAR","8","35773","35801","35781","3","5.32","Hanari Carnes","Rua do Paço, 67","Rio de Janeiro","RJ","05454-876","Brazil"
"10771","ERNSH","9","35774","35802","35797","2","11.19","Ernst Handel","Kirchgasse 6","Graz","","8010","Austria"
"10772","LEHMS","3","35774","35802","35783","2","91.28","Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M.","","60528","Germany"
"10773","ERNSH","1","35775","35803","35780","3","96.43000000000001","Ernst Handel","Kirchgasse 6","Graz","","8010","Austria"
"10774","FOLKO","4","35775","35789","35776","1","48.2","Folk och fä HB","Åkergatan 24","Bräcke","","S-844 67","Sweden"
"10775","THECR","7","35776","35804","35790","1","20.25","The Cracker Box","55 Grizzly Peak Rd.","Butte","MT","59801","USA"
"10776","ERNSH","1","35779","35807","35782","3","351.53","Ernst Handel","Kirchgasse 6","Graz","","8010","Austria"
"10777","GOURL","7","35779","35793","35816","2","3.01","Gourmet Lanchonetes","Av. Brasil, 442","Campinas","SP","04876-786","Brazil"
"10778","BERGS","3","35780","35808","35788","1","6.79","Berglunds snabbköp","Berguvsvägen  8","Luleå","","S-958 22","Sweden"
"10779","MORGK","3","35780","35808","35809","2","58.13","Morgenstern Gesundkost","Heerstr. 22","Leipzig","","04179","Germany"
"10780","LILAS","2","35780","35794","35789","1","42.13","LILA-Supermercado","Carrera 52 con Ave. Bolívar #65-98 Llano Largo","Barquisimeto","Lara","3508","Venezuela"
"10781","WARTH","2","35781","35809","35783","3","73.16","Wartian Herkku","Torikatu 38","Oulu","","90110","Finland"
"10782","CACTU","9","35781","35809","35786","3","1.1","Cactus Comidas para llevar","Cerrito 333","Buenos Aires","","1010","Argentina"
"10783","HANAR","4","35782","35810","35783","2","124.98","Hanari Carnes","Rua do Paço, 67","Rio de Janeiro","RJ","05454-876","Brazil"
"10784","MAGAA","4","35782","35810","35786","3","70.09","Magazzini Alimentari Riuniti","Via Ludovico il Moro 22","Bergamo","","24100","Italy"
"10785","GROSR","1","35782","35810","35788","3","1.51","GROSELLA-Restaurante","5ª Ave. Los Palos Grandes","Caracas","DF","1081","Venezuela"
"10786","QUEEN","8","35783","35811","35787","1","110.87","Queen Cozinha","Alameda dos Canàrios, 891","São Paulo","SP","05487-020","Brazil"
"10787","LAMAI","2","35783","35797","35790","1","249.93","La maison d'Asie","1 rue Alsace-Lorraine","Toulouse","","31000","France"
"10788","QUICK","1","35786","35814","35814","2","42.7","QUICK-Stop","Taucherstraße 10","Cunewalde","","01307","Germany"
"10789","FOLIG","1","35786","35814","35795","2","100.6","Folies gourmandes","184, chaussée de Tournai","Lille","","59000","France"
"10790","GOURL","6","35786","35814","35790","1","28.23","Gourmet Lanchonetes","Av. Brasil, 442","Campinas","SP","04876-786","Brazil"
"10791","FRANK","6","35787","35815","35796","2","16.85","Frankenversand","Berliner Platz 43","München","","80805","Germany"
"10792","WOLZA","1","35787","35815","35795","3","23.79","Wolski Zajazd","ul. Filtrowa 68","Warszawa","","01-012","Poland"
"10793","AROUT","3","35788","35816","35803","3","4.52","Around the Horn","Brook Farm_x000D_
Stratford St. Mary","Colchester","Essex","CO7 6JX","UK"
"10794","QUEDE","6","35788","35816","35797","1","21.49","Que Delícia","Rua da Panificadora, 12","Rio de Janeiro","RJ","02389-673","Brazil"
"10795","ERNSH","8","35788","35816","35815","2","126.66","Ernst Handel","Kirchgasse 6","Graz","","8010","Austria"
"10796","HILAA","3","35789","35817","35809","1","26.52","HILARIÓN-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","San Cristóbal","Táchira","5022","Venezuela"
"10797","DRACD","7","35789","35817","35800","2","33.35","Drachenblut Delikatessen","Walserweg 21","Aachen","","52066","Germany"
"10798","ISLAT","2","35790","35818","35800","1","2.33","Island Trading","Garden House_x000D_
Crowther Way","Cowes","Isle of Wight","PO31 7PJ","UK"
"10799","KOENE","9","35790","35832","35800","3","30.76","Königlich Essen","Maubelstr. 90","Brandenburg","","14776","Germany"
"10800","SEVES","1","35790","35818","35800","3","137.44","Seven Seas Imports","90 Wadhurst Rd.","London","","OX15 4NB","UK"
"10801","BOLID","4","35793","35821","35795","2","97.09","Bólido Comidas preparadas","C/ Araquil, 67","Madrid","","28023","Spain"
"10802","SIMOB","4","35793","35821","35797","2","257.26","Simons bistro","Vinbæltet 34","København","","1734","Denmark"
"10803","WELLI","4","35794","35822","35801","1","55.23","Wellington Importadora","Rua do Mercado, 12","Resende","SP","08737-363","Brazil"
"10804","SEVES","6","35794","35822","35802","2","27.33","Seven Seas Imports","90 Wadhurst Rd.","London","","OX15 4NB","UK"
"10805","THEBI","2","35794","35822","35804","3","237.34","The Big Cheese","89 Jefferson Way_x000D_
Suite 2","Portland","OR","97201","USA"
"10806","VICTE","3","35795","35823","35800","2","22.11","Victuailles en stock","2, rue du Commerce","Lyon","","69004","France"
"10807","FRANS","4","35795","35823","35825","1","1.36","Franchi S.p.A.","Via Monte Bianco 34","Torino","","10100","Italy"
"10808","PRINI","2","35796","35824","35804","3","45.53","Old World Delicatessen","2743 Bering St.","Anchorage","AK","99508","USA"
"10809","WELLI","7","35796","35824","35802","1","4.87","Wellington Importadora","Rua do Mercado, 12","Resende","SP","08737-363","Brazil"
"10810","LAUGB","2","35796","35824","35802","3","4.33","Laughing Bacchus Wine Cellars","2319 Elm St.","Vancouver","BC","V3F 2K1","Canada"
"10811","LINOD","8","35797","35825","35803","1","31.22","LINO-Delicateses","Ave. 5 de Mayo Porlamar","I. de Margarita","Nueva Esparta","4980","Venezuela"
"10812","REGGC","5","35797","35825","35807","1","59.78","Reggiani Caseifici","Strada Provinciale 124","Reggio Emilia","","42100","Italy"
"10813","RICAR","1","35800","35828","35804","1","47.38","Ricardo Adocicados","Av. Copacabana, 267","Rio de Janeiro","RJ","02389-890","Brazil"
"10814","VICTE","3","35800","35828","35809","3","130.94","Victuailles en stock","2, rue du Commerce","Lyon","","69004","France"
"10815","SAVEA","2","35800","35828","35809","3","14.62","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA"
"10816","GREAL","4","35801","35829","35830","2","719.78","Great Lakes Food Market","2732 Baker Blvd.","Eugene","OR","97403","USA"
"10817","KOENE","3","35801","35815","35808","2","306.07","Königlich Essen","Maubelstr. 90","Brandenburg","","14776","Germany"
"10818","MAGAA","7","35802","35830","35807","3","65.48","Magazzini Alimentari Riuniti","Via Ludovico il Moro 22","Bergamo","","24100","Italy"
"10819","CACTU","2","35802","35830","35811","3","19.76","Cactus Comidas para llevar","Cerrito 333","Buenos Aires","","1010","Argentina"
"10820","RATTC","3","35802","35830","35808","2","37.52","Rattlesnake Canyon Grocery","2817 Milton Dr.","Albuquerque","NM","87110","USA"
"10821","SPLIR","1","35803","35831","35810","1","36.68","Split Rail Beer & Ale","P.O. Box 555","Lander","WY","82520","USA"
"10822","TRAIH","6","35803","35831","35811","3","7","Trail's Head Gourmet Provisioners","722 DaVinci Blvd.","Kirkland","WA","98034","USA"
"10823","LILAS","5","35804","35832","35808","2","163.97","LILA-Supermercado","Carrera 52 con Ave. Bolívar #65-98 Llano Largo","Barquisimeto","Lara","3508","Venezuela"
"10824","FOLKO","8","35804","35832","35825","1","1.23","Folk och fä HB","Åkergatan 24","Bräcke","","S-844 67","Sweden"
"10825","DRACD","1","35804","35832","35809","1","79.25","Drachenblut Delikatessen","Walserweg 21","Aachen","","52066","Germany"
"10826","BLONP","6","35807","35835","35832","1","7.09","Blondel père et fils","24, place Kléber","Strasbourg","","67000","France"
"10827","BONAP","1","35807","35821","35832","2","63.54","Bon app'","12, rue des Bouchers","Marseille","","13008","France"
"10828","RANCH","9","35808","35822","35830","1","90.84999999999999","Rancho grande","Av. del Libertador 900","Buenos Aires","","1010","Argentina"
"10829","ISLAT","9","35808","35836","35818","1","154.72","Island Trading","Garden House_x000D_
Crowther Way","Cowes","Isle of Wight","PO31 7PJ","UK"
"10830","TRADH","4","35808","35850","35816","2","81.83","Tradição Hipermercados","Av. Inês de Castro, 414","São Paulo","SP","05634-030","Brazil"
"10831","SANTG","3","35809","35837","35818","2","72.19","Santé Gourmet","Erling Skakkes gate 78","Stavern","","4110","Norway"
"10832","LAMAI","2","35809","35837","35814","2","43.26","La maison d'Asie","1 rue Alsace-Lorraine","Toulouse","","31000","France"
"10833","OTTIK","6","35810","35838","35818","2","71.48999999999999","Ottilies Käseladen","Mehrheimerstr. 369","Köln","","50739","Germany"
"10834","TRADH","1","35810","35838","35814","3","29.78","Tradição Hipermercados","Av. Inês de Castro, 414","São Paulo","SP","05634-030","Brazil"
"10835","ALFKI","1","35810","35838","35816","3","69.53","Alfreds Futterkiste","Obere Str. 57","Berlin","","12209","Germany"
"10836","ERNSH","7","35811","35839","35816","1","411.88","Ernst Handel","Kirchgasse 6","Graz","","8010","Austria"
"10837","BERGS","9","35811","35839","35818","3","13.32","Berglunds snabbköp","Berguvsvägen  8","Luleå","","S-958 22","Sweden"
"10838","LINOD","3","35814","35842","35818","3","59.28","LINO-Delicateses","Ave. 5 de Mayo Porlamar","I. de Margarita","Nueva Esparta","4980","Venezuela"
"10839","TRADH","3","35814","35842","35817","3","35.43","Tradição Hipermercados","Av. Inês de Castro, 414","São Paulo","SP","05634-030","Brazil"
"10840","LINOD","4","35814","35856","35842","2","2.71","LINO-Delicateses","Ave. 5 de Mayo Porlamar","I. de Margarita","Nueva Esparta","4980","Venezuela"
"10841","SUPRD","5","35815","35843","35824","2","424.3","Suprêmes délices","Boulevard Tirou, 255","Charleroi","","B-6000","Belgium"
"10842","TORTU","1","35815","35843","35824","3","54.42","Tortuga Restaurante","Avda. Azteca 123","México D.F.","","05033","Mexico"
"10843","VICTE","4","35816","35844","35821","2","9.26","Victuailles en stock","2, rue du Commerce","Lyon","","69004","France"
"10844","PICCO","8","35816","35844","35821","2","25.22","Piccolo und mehr","Geislweg 14","Salzburg","","5020","Austria"
"10845","QUICK","8","35816","35830","35825","1","212.98","QUICK-Stop","Taucherstraße 10","Cunewalde","","01307","Germany"
"10846","SUPRD","2","35817","35859","35818","3","56.46","Suprêmes délices","Boulevard Tirou, 255","Charleroi","","B-6000","Belgium"
"10847","SAVEA","4","35817","35831","35836","3","487.57","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA"
"10848","CONSH","7","35818","35846","35824","2","38.24","Consolidated Holdings","Berkeley Gardens_x000D_
12  Brewery","London","","WX1 6LT","UK"
"10849","KOENE","9","35818","35846","35825","2","0.5600000000000001","Königlich Essen","Maubelstr. 90","Brandenburg","","14776","Germany"
"10850","VICTE","1","35818","35860","35825","1","49.19","Victuailles en stock","2, rue du Commerce","Lyon","","69004","France"
"10851","RICAR","5","35821","35849","35828","1","160.55","Ricardo Adocicados","Av. Copacabana, 267","Rio de Janeiro","RJ","02389-890","Brazil"
"10852","RATTC","8","35821","35835","35825","1","174.05","Rattlesnake Canyon Grocery","2817 Milton Dr.","Albuquerque","NM","87110","USA"
"10853","BLAUS","9","35822","35850","35829","2","53.83","Blauer See Delikatessen","Forsterstr. 57","Mannheim","","68306","Germany"
"10854","ERNSH","3","35822","35850","35831","2","100.22","Ernst Handel","Kirchgasse 6","Graz","","8010","Austria"
"10855","OLDWO","3","35822","35850","35830","1","170.97","Old World Delicatessen","2743 Bering St.","Anchorage","AK","99508","USA"
"10856","ANTON","3","35823","35851","35836","2","58.43","Antonio Moreno Taquería","Mataderos  2312","México D.F.","","05023","Mexico"
"10857","BERGS","8","35823","35851","35832","2","188.85","Berglunds snabbköp","Berguvsvägen  8","Luleå","","S-958 22","Sweden"
"10858","LACOR","2","35824","35852","35829","1","52.51","La corne d'abondance","67, avenue de l'Europe","Versailles","","78000","France"
"10859","FRANK","1","35824","35852","35828","2","76.09999999999999","Frankenversand","Berliner Platz 43","München","","80805","Germany"
"10860","FRANR","3","35824","35852","35830","3","19.26","France restauration","54, rue Royale","Nantes","","44000","France"
"10861","WHITC","4","35825","35853","35843","2","14.93","White Clover Markets","1029 - 12th Ave. S.","Seattle","WA","98124","USA"
"10862","LEHMS","8","35825","35867","35828","2","53.23","Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M.","","60528","Germany"
"10863","HILAA","4","35828","35856","35843","2","30.26","HILARIÓN-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","San Cristóbal","Táchira","5022","Venezuela"
"10864","AROUT","4","35828","35856","35835","2","3.04","Around the Horn","Brook Farm_x000D_
Stratford St. Mary","Colchester","Essex","CO7 6JX","UK"
"10865","QUICK","2","35828","35842","35838","1","348.14","QUICK-Stop","Taucherstraße 10","Cunewalde","","01307","Germany"
"10866","BERGS","5","35829","35857","35838","1","109.11","Berglunds snabbköp","Berguvsvägen  8","Luleå","","S-958 22","Sweden"
"10867","LONEP","6","35829","35871","35837","1","1.93","Lonesome Pine Restaurant","89 Chiaroscuro Rd.","Portland","OR","97219","USA"
"10868","QUEEN","7","35830","35858","35849","2","191.27","Queen Cozinha","Alameda dos Canàrios, 891","São Paulo","SP","05487-020","Brazil"
"10869","SEVES","5","35830","35858","35835","1","143.28","Seven Seas Imports","90 Wadhurst Rd.","London","","OX15 4NB","UK"
"10870","WOLZA","5","35830","35858","35839","3","12.04","Wolski Zajazd","ul. Filtrowa 68","Warszawa","","01-012","Poland"
"10871","BONAP","9","35831","35859","35836","2","112.27","Bon app'","12, rue des Bouchers","Marseille","","13008","France"
"10872","GODOS","5","35831","35859","35835","2","175.32","Godos Cocina Típica","C/ Romero, 33","Sevilla","","41101","Spain"
"10873","WILMK","4","35832","35860","35835","1","0.82","Wilman Kala","Keskuskatu 45","Helsinki","","21240","Finland"
"10874","GODOS","5","35832","35860","35837","2","19.58","Godos Cocina Típica","C/ Romero, 33","Sevilla","","41101","Spain"
"10875","BERGS","4","35832","35860","35857","2","32.37","Berglunds snabbköp","Berguvsvägen  8","Luleå","","S-958 22","Sweden"
"10876","BONAP","7","35835","35863","35838","3","60.42","Bon app'","12, rue des Bouchers","Marseille","","13008","France"
"10877","RICAR","1","35835","35863","35845","1","38.06","Ricardo Adocicados","Av. Copacabana, 267","Rio de Janeiro","RJ","02389-890","Brazil"
"10878","QUICK","4","35836","35864","35838","1","46.69","QUICK-Stop","Taucherstraße 10","Cunewalde","","01307","Germany"
